0. Zeile und 0.Spalte, Wert:5422.751548849531
29. Zeile und 72.Spalte, Wert:145761.60434173504
29. Zeile und 73.Spalte, Wert:145020.09973966592
29. Zeile und 74.Spalte, Wert:152930.54376340003
29. Zeile und 75.Spalte, Wert:133682.60073005935
29. Zeile und 76.Spalte, Wert:129681.83760821837
29. Zeile und 77.Spalte, Wert:143642.40737131907
29. Zeile und 78.Spalte, Wert:173468.29382646127
29. Zeile und 79.Spalte, Wert:157728.6829411917
29. Zeile und 80.Spalte, Wert:144858.0181582217
29. Zeile und 81.Spalte, Wert:146674.2716227442
29. Zeile und 82.Spalte, Wert:156033.19424171885
29. Zeile und 83.Spalte, Wert:145112.90958663344
29. Zeile und 84.Spalte, Wert:135006.66198073
29. Zeile und 85.Spalte, Wert:146251.53508469084
29. Zeile und 86.Spalte, Wert:152337.37272850846
29. Zeile und 87.Spalte, Wert:137365.34813677776
29. Zeile und 88.Spalte, Wert:145649.72487658422
29. Zeile und 89.Spalte, Wert:153775.50272675106
29. Zeile und 90.Spalte, Wert:125442.90494682225
29. Zeile und 91.Spalte, Wert:132633.89365852275
29. Zeile und 92.Spalte, Wert:140197.40064265637
29. Zeile und 93.Spalte, Wert:134575.34380857114
29. Zeile und 94.Spalte, Wert:141464.6718823369
29. Zeile und 95.Spalte, Wert:154234.88854271185
29. Zeile und 96.Spalte, Wert:150850.8730916291
29. Zeile und 97.Spalte, Wert:149987.43214658464
29. Zeile und 98.Spalte, Wert:128895.60732239885
29. Zeile und 99.Spalte, Wert:126380.98059306772
29. Zeile und 100.Spalte, Wert:133936.3916785447
30. Zeile und 0.Spalte, Wert:147339.2478249671
30. Zeile und 1.Spalte, Wert:148791.157533768
30. Zeile und 2.Spalte, Wert:146050.30181138715
30. Zeile und 3.Spalte, Wert:151809.6750063971
30. Zeile und 4.Spalte, Wert:146715.04745444751
30. Zeile und 5.Spalte, Wert:152059.56639295412
30. Zeile und 6.Spalte, Wert:145329.277560104
30. Zeile und 7.Spalte, Wert:139358.19924330935
30. Zeile und 8.Spalte, Wert:137253.88794182902
30. Zeile und 9.Spalte, Wert:140027.10153452537
30. Zeile und 10.Spalte, Wert:135854.66845203275
30. Zeile und 11.Spalte, Wert:155222.52975022537
30. Zeile und 12.Spalte, Wert:142897.2937974783
30. Zeile und 13.Spalte, Wert:151351.56795982632
30. Zeile und 14.Spalte, Wert:152920.61462710603
30. Zeile und 15.Spalte, Wert:147170.32599790976
30. Zeile und 16.Spalte, Wert:140363.2791112572
30. Zeile und 17.Spalte, Wert:132464.278460444
30. Zeile und 18.Spalte, Wert:126312.04070669155
30. Zeile und 19.Spalte, Wert:143133.12821026298
30. Zeile und 20.Spalte, Wert:151750.01533120696
30. Zeile und 21.Spalte, Wert:154493.31399788556
30. Zeile und 22.Spalte, Wert:130046.07417860032
30. Zeile und 23.Spalte, Wert:142412.0529828118
30. Zeile und 24.Spalte, Wert:153729.4877761739
30. Zeile und 25.Spalte, Wert:154533.99624437556
30. Zeile und 26.Spalte, Wert:156167.7630674971
30. Zeile und 27.Spalte, Wert:155516.18922284662
30. Zeile und 28.Spalte, Wert:153020.90060859412
30. Zeile und 29.Spalte, Wert:137658.5626892272
30. Zeile und 30.Spalte, Wert:152088.01984943353
30. Zeile und 31.Spalte, Wert:158119.39821933382
30. Zeile und 32.Spalte, Wert:153219.37718112266
30. Zeile und 33.Spalte, Wert:135226.311561495
30. Zeile und 34.Spalte, Wert:151951.09383899745
30. Zeile und 35.Spalte, Wert:142470.01081496384
30. Zeile und 36.Spalte, Wert:134803.68804610558
30. Zeile und 37.Spalte, Wert:133698.1415725074
30. Zeile und 38.Spalte, Wert:143204.0736012995
30. Zeile und 39.Spalte, Wert:152650.80152784922
30. Zeile und 40.Spalte, Wert:150652.8155519978
30. Zeile und 41.Spalte, Wert:139689.9379225269
30. Zeile und 42.Spalte, Wert:148102.0384332669
30. Zeile und 43.Spalte, Wert:154703.56126285307
30. Zeile und 44.Spalte, Wert:139652.73620628507
30. Zeile und 45.Spalte, Wert:145410.0029288282
30. Zeile und 46.Spalte, Wert:148376.94157808778
30. Zeile und 47.Spalte, Wert:152058.1884424248
30. Zeile und 48.Spalte, Wert:159804.22643660652
30. Zeile und 49.Spalte, Wert:143857.7747019776
30. Zeile und 50.Spalte, Wert:146416.94344282057
30. Zeile und 51.Spalte, Wert:160289.59582358832
30. Zeile und 52.Spalte, Wert:153348.11285383775
30. Zeile und 53.Spalte, Wert:145090.17406073204
30. Zeile und 54.Spalte, Wert:152543.93647859475
30. Zeile und 55.Spalte, Wert:143832.50925427797
30. Zeile und 56.Spalte, Wert:158031.93891224984
30. Zeile und 57.Spalte, Wert:135906.02149191016
30. Zeile und 58.Spalte, Wert:149155.06610177254
30. Zeile und 59.Spalte, Wert:137823.62112417672
30. Zeile und 60.Spalte, Wert:149630.17174561456
30. Zeile und 61.Spalte, Wert:154457.58705584356
30. Zeile und 62.Spalte, Wert:119269.29272250812
30. Zeile und 63.Spalte, Wert:145026.60645295374
30. Zeile und 64.Spalte, Wert:135112.87422637295
30. Zeile und 65.Spalte, Wert:152303.2906065001
30. Zeile und 66.Spalte, Wert:144993.4536682705
30. Zeile und 67.Spalte, Wert:148008.1751543936
30. Zeile und 68.Spalte, Wert:153666.11575710794
30. Zeile und 69.Spalte, Wert:141704.17811777993
30. Zeile und 70.Spalte, Wert:150153.9738297756
30. Zeile und 71.Spalte, Wert:143978.34807503852
30. Zeile und 72.Spalte, Wert:151813.79291893583
30. Zeile und 73.Spalte, Wert:143107.23211743037
30. Zeile und 74.Spalte, Wert:150466.0613224223
30. Zeile und 75.Spalte, Wert:149939.25181603074
30. Zeile und 76.Spalte, Wert:163682.54389337977
30. Zeile und 77.Spalte, Wert:154594.3737072465
30. Zeile und 78.Spalte, Wert:154395.1424450675
30. Zeile und 79.Spalte, Wert:129396.97376099865
30. Zeile und 80.Spalte, Wert:151361.77374044785
30. Zeile und 81.Spalte, Wert:152855.89802026993
30. Zeile und 82.Spalte, Wert:152814.38987673118
30. Zeile und 83.Spalte, Wert:155369.8486939787
30. Zeile und 84.Spalte, Wert:161379.75850525784
30. Zeile und 85.Spalte, Wert:149570.9121170098
30. Zeile und 86.Spalte, Wert:149855.57857188408
30. Zeile und 87.Spalte, Wert:143235.22468688784
30. Zeile und 88.Spalte, Wert:157590.37196601738
30. Zeile und 89.Spalte, Wert:140901.8780965387
30. Zeile und 90.Spalte, Wert:145865.79722373793
30. Zeile und 91.Spalte, Wert:143471.3697539869
30. Zeile und 92.Spalte, Wert:142782.2047076456
30. Zeile und 93.Spalte, Wert:173633.7406282944
30. Zeile und 94.Spalte, Wert:146024.53537502492
30. Zeile und 95.Spalte, Wert:150826.33093238107
30. Zeile und 96.Spalte, Wert:155424.2607560008
30. Zeile und 97.Spalte, Wert:153333.135367794
30. Zeile und 98.Spalte, Wert:143810.57252944456
30. Zeile und 99.Spalte, Wert:161625.94831953038
30. Zeile und 100.Spalte, Wert:146469.01323773272
31. Zeile und 0.Spalte, Wert:153909.4719543806
31. Zeile und 1.Spalte, Wert:146701.69540626297
31. Zeile und 2.Spalte, Wert:150987.7185190848
31. Zeile und 3.Spalte, Wert:153834.0593954181
31. Zeile und 4.Spalte, Wert:151686.52918955538
31. Zeile und 5.Spalte, Wert:156231.21288407588
31. Zeile und 6.Spalte, Wert:136829.9856614523
31. Zeile und 7.Spalte, Wert:129035.1062761483
31. Zeile und 8.Spalte, Wert:145355.64929614283
31. Zeile und 9.Spalte, Wert:151702.8726429485
31. Zeile und 10.Spalte, Wert:143830.63057329084
31. Zeile und 11.Spalte, Wert:129393.84217803415
31. Zeile und 12.Spalte, Wert:138844.75642049048
31. Zeile und 13.Spalte, Wert:148874.86722835223
31. Zeile und 14.Spalte, Wert:146402.491730462
31. Zeile und 15.Spalte, Wert:144511.97650959858
31. Zeile und 16.Spalte, Wert:156113.263988289
31. Zeile und 17.Spalte, Wert:149243.75883856506
31. Zeile und 18.Spalte, Wert:141931.3719989465
31. Zeile und 19.Spalte, Wert:148438.88964969656
31. Zeile und 20.Spalte, Wert:133240.55746035112
31. Zeile und 21.Spalte, Wert:139412.00674279162
31. Zeile und 22.Spalte, Wert:147054.53220311276
31. Zeile und 23.Spalte, Wert:131688.9597207173
31. Zeile und 24.Spalte, Wert:153145.21871730746
31. Zeile und 25.Spalte, Wert:141720.12950276505
31. Zeile und 26.Spalte, Wert:147392.65967404822
31. Zeile und 27.Spalte, Wert:151724.95383850942
31. Zeile und 28.Spalte, Wert:151145.3112891739
31. Zeile und 29.Spalte, Wert:144608.19917823994
31. Zeile und 30.Spalte, Wert:143889.0736731292
31. Zeile und 31.Spalte, Wert:157540.18170991284
31. Zeile und 32.Spalte, Wert:126176.14028515457
31. Zeile und 33.Spalte, Wert:142180.93949045922
31. Zeile und 34.Spalte, Wert:147523.4500619383
31. Zeile und 35.Spalte, Wert:141033.96010328713
31. Zeile und 36.Spalte, Wert:152087.20990519985
31. Zeile und 37.Spalte, Wert:161533.6807139837
31. Zeile und 38.Spalte, Wert:155155.43288420062
31. Zeile und 39.Spalte, Wert:124110.95681702404
31. Zeile und 40.Spalte, Wert:148652.38657297654
31. Zeile und 41.Spalte, Wert:154304.39648911566
31. Zeile und 42.Spalte, Wert:148618.8748077053
31. Zeile und 43.Spalte, Wert:157316.13838772022
31. Zeile und 44.Spalte, Wert:143217.21388781746
31. Zeile und 45.Spalte, Wert:162726.56953276406
31. Zeile und 46.Spalte, Wert:143488.57153554875
31. Zeile und 47.Spalte, Wert:152917.2473868771
31. Zeile und 48.Spalte, Wert:142661.49658247118
31. Zeile und 49.Spalte, Wert:150533.68117711676
31. Zeile und 50.Spalte, Wert:144217.35155415136
31. Zeile und 51.Spalte, Wert:146782.8112582327
31. Zeile und 52.Spalte, Wert:147923.3430755944
31. Zeile und 53.Spalte, Wert:154605.42355641787
31. Zeile und 54.Spalte, Wert:144070.9264026965
31. Zeile und 55.Spalte, Wert:138687.8789239464
31. Zeile und 56.Spalte, Wert:146307.83160811206
31. Zeile und 57.Spalte, Wert:146327.21110815642
31. Zeile und 58.Spalte, Wert:131412.81963672792
31. Zeile und 59.Spalte, Wert:153632.67083221572
31. Zeile und 60.Spalte, Wert:152711.2850127815
31. Zeile und 61.Spalte, Wert:167125.92105374183
31. Zeile und 62.Spalte, Wert:155846.46926822202
31. Zeile und 63.Spalte, Wert:165222.3577930466
31. Zeile und 64.Spalte, Wert:157359.1211778956
31. Zeile und 65.Spalte, Wert:136485.40036011467
31. Zeile und 66.Spalte, Wert:149845.40330130793
31. Zeile und 67.Spalte, Wert:147914.61628305897
31. Zeile und 68.Spalte, Wert:161680.99075107096
31. Zeile und 69.Spalte, Wert:140108.62737110688
31. Zeile und 70.Spalte, Wert:148778.7344107313
31. Zeile und 71.Spalte, Wert:148209.5382582894
31. Zeile und 72.Spalte, Wert:156245.4350424241
31. Zeile und 73.Spalte, Wert:151674.675436
31. Zeile und 74.Spalte, Wert:148076.03327073465
31. Zeile und 75.Spalte, Wert:139759.29168666108
31. Zeile und 76.Spalte, Wert:144915.85836435595
31. Zeile und 77.Spalte, Wert:144598.63868345873
31. Zeile und 78.Spalte, Wert:156488.6713006021
31. Zeile und 79.Spalte, Wert:162685.85755946924
31. Zeile und 80.Spalte, Wert:143003.7162836921
31. Zeile und 81.Spalte, Wert:142034.25459143094
31. Zeile und 82.Spalte, Wert:146248.31998475504
31. Zeile und 83.Spalte, Wert:152570.10795529626
31. Zeile und 84.Spalte, Wert:141634.6700832879
31. Zeile und 85.Spalte, Wert:173916.42018623985
31. Zeile und 86.Spalte, Wert:157170.39194457754
31. Zeile und 87.Spalte, Wert:144719.26699965334
31. Zeile und 88.Spalte, Wert:161483.25645691552
31. Zeile und 89.Spalte, Wert:153793.1549949821
31. Zeile und 90.Spalte, Wert:146035.1341355048
31. Zeile und 91.Spalte, Wert:140785.37445260145
31. Zeile und 92.Spalte, Wert:159822.89608244278
31. Zeile und 93.Spalte, Wert:144949.56270336395
31. Zeile und 94.Spalte, Wert:153574.06677441715
31. Zeile und 95.Spalte, Wert:150826.50343265609
31. Zeile und 96.Spalte, Wert:156225.2295995147
31. Zeile und 97.Spalte, Wert:144168.336654319
31. Zeile und 98.Spalte, Wert:148830.7191554656
31. Zeile und 99.Spalte, Wert:154800.47177296304
31. Zeile und 100.Spalte, Wert:162842.9309609348
32. Zeile und 0.Spalte, Wert:136747.99622054712
32. Zeile und 1.Spalte, Wert:152641.0854397442
32. Zeile und 2.Spalte, Wert:151836.8184707857
32. Zeile und 3.Spalte, Wert:129086.71627506103
32. Zeile und 4.Spalte, Wert:137442.5972782248
32. Zeile und 5.Spalte, Wert:153403.40518281175
32. Zeile und 6.Spalte, Wert:156402.36771813405
32. Zeile und 7.Spalte, Wert:154479.2798747782
32. Zeile und 8.Spalte, Wert:128472.27316549729
32. Zeile und 9.Spalte, Wert:153232.27169329202
32. Zeile und 10.Spalte, Wert:156059.37910572017
32. Zeile und 11.Spalte, Wert:153393.659241941
32. Zeile und 12.Spalte, Wert:151941.6124711656
32. Zeile und 13.Spalte, Wert:160755.28426624584
32. Zeile und 14.Spalte, Wert:152985.71967020573
32. Zeile und 15.Spalte, Wert:154159.7923217673
32. Zeile und 16.Spalte, Wert:145391.41495075283
32. Zeile und 17.Spalte, Wert:138388.54183343737
32. Zeile und 18.Spalte, Wert:134528.0771357827
32. Zeile und 19.Spalte, Wert:150779.38701898136
32. Zeile und 20.Spalte, Wert:147585.96257679988
32. Zeile und 21.Spalte, Wert:147311.14254271457
32. Zeile und 22.Spalte, Wert:164379.54755619974
32. Zeile und 23.Spalte, Wert:147197.71727778108
32. Zeile und 24.Spalte, Wert:150718.62966944967
32. Zeile und 25.Spalte, Wert:160970.49779061184
32. Zeile und 26.Spalte, Wert:141681.44928118726
32. Zeile und 27.Spalte, Wert:154934.8415221868
32. Zeile und 28.Spalte, Wert:158870.81662733544
32. Zeile und 29.Spalte, Wert:155240.69330550072
32. Zeile und 30.Spalte, Wert:136944.10754133997
32. Zeile und 31.Spalte, Wert:158405.87879456635
32. Zeile und 32.Spalte, Wert:144026.34671936618
32. Zeile und 33.Spalte, Wert:147374.77559697803
32. Zeile und 34.Spalte, Wert:140526.45536888833
32. Zeile und 35.Spalte, Wert:147657.21531629164
32. Zeile und 36.Spalte, Wert:156557.51790880194
32. Zeile und 37.Spalte, Wert:160641.97031447975
32. Zeile und 38.Spalte, Wert:159280.25119376415
32. Zeile und 39.Spalte, Wert:150856.00948811625
32. Zeile und 40.Spalte, Wert:142321.39356660968
32. Zeile und 41.Spalte, Wert:149992.98032347058
32. Zeile und 42.Spalte, Wert:154483.78434265524
32. Zeile und 43.Spalte, Wert:152989.30839841304
32. Zeile und 44.Spalte, Wert:157986.23839259747
32. Zeile und 45.Spalte, Wert:144101.26982959997
32. Zeile und 46.Spalte, Wert:143631.9999875626
32. Zeile und 47.Spalte, Wert:146190.5534422629
32. Zeile und 48.Spalte, Wert:154333.02372961605
32. Zeile und 49.Spalte, Wert:133304.33088582096
32. Zeile und 50.Spalte, Wert:144961.88589420862
32. Zeile und 51.Spalte, Wert:151810.36244764086
32. Zeile und 52.Spalte, Wert:149994.06520504746
32. Zeile und 53.Spalte, Wert:143243.90857818097
32. Zeile und 54.Spalte, Wert:160367.01616918395
32. Zeile und 55.Spalte, Wert:163704.9331091604
32. Zeile und 56.Spalte, Wert:161032.98191569114
32. Zeile und 57.Spalte, Wert:141280.9817217945
32. Zeile und 58.Spalte, Wert:149870.5874257004
32. Zeile und 59.Spalte, Wert:154793.96414969882
32. Zeile und 60.Spalte, Wert:148009.81014497235
32. Zeile und 61.Spalte, Wert:162040.61645985043
32. Zeile und 62.Spalte, Wert:150799.50150336573
32. Zeile und 63.Spalte, Wert:150818.41295306737
32. Zeile und 64.Spalte, Wert:156029.81125241995
32. Zeile und 65.Spalte, Wert:150718.5459467572
32. Zeile und 66.Spalte, Wert:151814.9767976794
32. Zeile und 67.Spalte, Wert:146754.78370954577
32. Zeile und 68.Spalte, Wert:158129.93581328556
32. Zeile und 69.Spalte, Wert:146652.11877722875
32. Zeile und 70.Spalte, Wert:148870.59843568143
32. Zeile und 71.Spalte, Wert:153006.47655204433
32. Zeile und 72.Spalte, Wert:156352.50465117343
32. Zeile und 73.Spalte, Wert:151909.43261744862
32. Zeile und 74.Spalte, Wert:148287.01448149362
32. Zeile und 75.Spalte, Wert:153852.33803856454
32. Zeile und 76.Spalte, Wert:159242.10518241985
32. Zeile und 77.Spalte, Wert:154280.70270313424
32. Zeile und 78.Spalte, Wert:155521.19295787794
32. Zeile und 79.Spalte, Wert:160855.5530352013
32. Zeile und 80.Spalte, Wert:159108.94107757293
32. Zeile und 81.Spalte, Wert:149514.61793932712
32. Zeile und 82.Spalte, Wert:148005.44596455514
32. Zeile und 83.Spalte, Wert:146191.44448152033
32. Zeile und 84.Spalte, Wert:149654.5017440217
32. Zeile und 85.Spalte, Wert:149058.11952993248
32. Zeile und 86.Spalte, Wert:173298.36714631555
32. Zeile und 87.Spalte, Wert:148183.95759181038
32. Zeile und 88.Spalte, Wert:143100.56934190972
32. Zeile und 89.Spalte, Wert:147881.5916755125
32. Zeile und 90.Spalte, Wert:160532.66099909868
32. Zeile und 91.Spalte, Wert:147792.30399723936
32. Zeile und 92.Spalte, Wert:149377.3110422669
32. Zeile und 93.Spalte, Wert:159199.30496497286
32. Zeile und 94.Spalte, Wert:136387.76796353227
32. Zeile und 95.Spalte, Wert:147366.8700657855
32. Zeile und 96.Spalte, Wert:148012.8948083454
32. Zeile und 97.Spalte, Wert:155321.3287525058
32. Zeile und 98.Spalte, Wert:150944.27671171754
32. Zeile und 99.Spalte, Wert:139183.38784868998
32. Zeile und 100.Spalte, Wert:158904.11942485668
33. Zeile und 0.Spalte, Wert:149110.54640854875
33. Zeile und 1.Spalte, Wert:144192.3140255123
33. Zeile und 2.Spalte, Wert:156100.34929721913
33. Zeile und 3.Spalte, Wert:144849.8375355744
33. Zeile und 4.Spalte, Wert:139632.55105126588
33. Zeile und 5.Spalte, Wert:141239.1115361487
33. Zeile und 6.Spalte, Wert:142356.54603878458
33. Zeile und 7.Spalte, Wert:157861.06295308992
33. Zeile und 8.Spalte, Wert:134769.56967586125
33. Zeile und 9.Spalte, Wert:161732.18423437278
33. Zeile und 10.Spalte, Wert:158894.2705571196
33. Zeile und 11.Spalte, Wert:154717.1975495741
33. Zeile und 12.Spalte, Wert:157256.68042801734
33. Zeile und 13.Spalte, Wert:160093.3145905069
33. Zeile und 14.Spalte, Wert:154115.66774302215
33. Zeile und 15.Spalte, Wert:149131.94300795245
33. Zeile und 16.Spalte, Wert:153700.67008039798
33. Zeile und 17.Spalte, Wert:159264.63196575383
33. Zeile und 18.Spalte, Wert:153379.60655703073
33. Zeile und 19.Spalte, Wert:140869.2098238264
33. Zeile und 20.Spalte, Wert:136522.81682326057
33. Zeile und 21.Spalte, Wert:156745.87497325422
33. Zeile und 22.Spalte, Wert:155320.48578831222
33. Zeile und 23.Spalte, Wert:160557.0839598744
33. Zeile und 24.Spalte, Wert:129860.23855661071
33. Zeile und 25.Spalte, Wert:155057.97478634154
33. Zeile und 26.Spalte, Wert:153435.73036069368
33. Zeile und 27.Spalte, Wert:164562.84746572273
33. Zeile und 28.Spalte, Wert:151770.01472433095
33. Zeile und 29.Spalte, Wert:148333.06608114718
33. Zeile und 30.Spalte, Wert:148676.0528279442
33. Zeile und 31.Spalte, Wert:147981.67342918654
33. Zeile und 32.Spalte, Wert:152105.63305517807
33. Zeile und 33.Spalte, Wert:132347.23214260384
33. Zeile und 34.Spalte, Wert:157319.9984089361
33. Zeile und 35.Spalte, Wert:140392.68497857952
33. Zeile und 36.Spalte, Wert:156494.8778873117
33. Zeile und 37.Spalte, Wert:153319.21106762253
33. Zeile und 38.Spalte, Wert:152056.01713989768
33. Zeile und 39.Spalte, Wert:157859.43564066954
33. Zeile und 40.Spalte, Wert:154926.06792218727
33. Zeile und 41.Spalte, Wert:161695.5064240188
33. Zeile und 42.Spalte, Wert:139524.82144468775
33. Zeile und 43.Spalte, Wert:149178.4638001534
33. Zeile und 44.Spalte, Wert:148318.1432992216
33. Zeile und 45.Spalte, Wert:152676.5305276724
33. Zeile und 46.Spalte, Wert:153040.4032109385
33. Zeile und 47.Spalte, Wert:149486.29997807866
33. Zeile und 48.Spalte, Wert:144704.89734708436
33. Zeile und 49.Spalte, Wert:149435.60642656524
33. Zeile und 50.Spalte, Wert:157120.9307283931
33. Zeile und 51.Spalte, Wert:149043.56216019441
33. Zeile und 52.Spalte, Wert:148117.06028866422
33. Zeile und 53.Spalte, Wert:154630.2523133906
33. Zeile und 54.Spalte, Wert:163160.54305065752
33. Zeile und 55.Spalte, Wert:150695.4192244445
33. Zeile und 56.Spalte, Wert:136161.72830333514
33. Zeile und 57.Spalte, Wert:158828.1159836161
33. Zeile und 58.Spalte, Wert:161580.88559354038
33. Zeile und 59.Spalte, Wert:128023.08417899311
33. Zeile und 60.Spalte, Wert:153338.05613168815
33. Zeile und 61.Spalte, Wert:140785.4598027584
33. Zeile und 62.Spalte, Wert:135778.65127899332
33. Zeile und 63.Spalte, Wert:159072.331149733
33. Zeile und 64.Spalte, Wert:168641.21702416998
33. Zeile und 65.Spalte, Wert:156240.17736421266
33. Zeile und 66.Spalte, Wert:154350.46843071884
33. Zeile und 67.Spalte, Wert:152110.08871498308
33. Zeile und 68.Spalte, Wert:159051.25517194608
33. Zeile und 69.Spalte, Wert:154486.64630618138
33. Zeile und 70.Spalte, Wert:143346.87733440194
33. Zeile und 71.Spalte, Wert:147944.85507121464
33. Zeile und 72.Spalte, Wert:136927.65948338923
33. Zeile und 73.Spalte, Wert:154974.4376688643
33. Zeile und 74.Spalte, Wert:145237.64484156267
33. Zeile und 75.Spalte, Wert:153808.49570069555
33. Zeile und 76.Spalte, Wert:145085.7768027501
33. Zeile und 77.Spalte, Wert:159351.04005568143
33. Zeile und 78.Spalte, Wert:172729.157029945
33. Zeile und 79.Spalte, Wert:145050.36119446362
33. Zeile und 80.Spalte, Wert:154085.36851765553
33. Zeile und 81.Spalte, Wert:155394.99707618542
33. Zeile und 82.Spalte, Wert:161971.44818755484
33. Zeile und 83.Spalte, Wert:141248.45284590276
33. Zeile und 84.Spalte, Wert:154301.20078007845
33. Zeile und 85.Spalte, Wert:139590.3376548768
33. Zeile und 86.Spalte, Wert:155656.83197177248
33. Zeile und 87.Spalte, Wert:147687.20488346898
33. Zeile und 88.Spalte, Wert:148849.9222243695
33. Zeile und 89.Spalte, Wert:155818.47961262817
33. Zeile und 90.Spalte, Wert:141293.41810107694
33. Zeile und 91.Spalte, Wert:149704.32887500463
33. Zeile und 92.Spalte, Wert:155190.66943752737
33. Zeile und 93.Spalte, Wert:150541.67818629116
33. Zeile und 94.Spalte, Wert:151266.9905294972
33. Zeile und 95.Spalte, Wert:138968.65870327014
33. Zeile und 96.Spalte, Wert:166731.24402374853
33. Zeile und 97.Spalte, Wert:143473.2759088716
33. Zeile und 98.Spalte, Wert:150735.31766309345
33. Zeile und 99.Spalte, Wert:150460.615094795
33. Zeile und 100.Spalte, Wert:155597.9835712024
34. Zeile und 0.Spalte, Wert:154648.8683049873
34. Zeile und 1.Spalte, Wert:147574.241611318
34. Zeile und 2.Spalte, Wert:149040.5736503289
34. Zeile und 3.Spalte, Wert:135440.30896992804
34. Zeile und 4.Spalte, Wert:150375.65689925896
34. Zeile und 5.Spalte, Wert:144809.87704145515
34. Zeile und 6.Spalte, Wert:152234.1322186558
34. Zeile und 7.Spalte, Wert:165039.5909666692
34. Zeile und 8.Spalte, Wert:156487.69677889335
34. Zeile und 9.Spalte, Wert:157343.48076448
34. Zeile und 10.Spalte, Wert:147600.54804202938
34. Zeile und 11.Spalte, Wert:156144.93517430467
34. Zeile und 12.Spalte, Wert:158330.17436251388
34. Zeile und 13.Spalte, Wert:146769.03408934452
34. Zeile und 14.Spalte, Wert:156081.9752166428
34. Zeile und 15.Spalte, Wert:147909.65256017406
34. Zeile und 16.Spalte, Wert:152666.5758633541
34. Zeile und 17.Spalte, Wert:157161.4886267445
34. Zeile und 18.Spalte, Wert:158782.00906234072
34. Zeile und 19.Spalte, Wert:155537.31954094247
34. Zeile und 20.Spalte, Wert:161036.9221933523
34. Zeile und 21.Spalte, Wert:158695.30625613107
34. Zeile und 22.Spalte, Wert:148742.82709228288
34. Zeile und 23.Spalte, Wert:157172.57799204742
34. Zeile und 24.Spalte, Wert:145155.11229022205
34. Zeile und 25.Spalte, Wert:149092.19981432048
34. Zeile und 26.Spalte, Wert:143994.38695691258
34. Zeile und 27.Spalte, Wert:160947.01573545765
34. Zeile und 28.Spalte, Wert:155540.72762057316
34. Zeile und 29.Spalte, Wert:148856.47793103315
34. Zeile und 30.Spalte, Wert:151399.01284183798
34. Zeile und 31.Spalte, Wert:154214.2429183406
34. Zeile und 32.Spalte, Wert:160303.0744500743
34. Zeile und 33.Spalte, Wert:152255.9135030599
34. Zeile und 34.Spalte, Wert:162840.9959348124
34. Zeile und 35.Spalte, Wert:152353.08678236866
34. Zeile und 36.Spalte, Wert:150716.10585469648
34. Zeile und 37.Spalte, Wert:150420.03833643062
34. Zeile und 38.Spalte, Wert:142471.58449564633
34. Zeile und 39.Spalte, Wert:148457.24047412488
34. Zeile und 40.Spalte, Wert:156852.54951285105
34. Zeile und 41.Spalte, Wert:135094.37714986887
34. Zeile und 42.Spalte, Wert:161953.49593432428
34. Zeile und 43.Spalte, Wert:159568.3634133059
34. Zeile und 44.Spalte, Wert:158675.24089979098
34. Zeile und 45.Spalte, Wert:159775.97631771825
34. Zeile und 46.Spalte, Wert:158988.3736388047
34. Zeile und 47.Spalte, Wert:160795.71408196943
34. Zeile und 48.Spalte, Wert:152355.37145049794
34. Zeile und 49.Spalte, Wert:161634.29112994275
34. Zeile und 50.Spalte, Wert:173309.81666938055
34. Zeile und 51.Spalte, Wert:165986.79134596954
34. Zeile und 52.Spalte, Wert:142003.349243981
34. Zeile und 53.Spalte, Wert:156484.50329482337
34. Zeile und 54.Spalte, Wert:157689.81955023506
34. Zeile und 55.Spalte, Wert:153521.7443307666
34. Zeile und 56.Spalte, Wert:157776.80885140135
34. Zeile und 57.Spalte, Wert:142880.76332113097
34. Zeile und 58.Spalte, Wert:151865.03670854823
34. Zeile und 59.Spalte, Wert:159436.8723314791
34. Zeile und 60.Spalte, Wert:164162.78962971718
34. Zeile und 61.Spalte, Wert:154982.33525017079
34. Zeile und 62.Spalte, Wert:156728.82291290865
34. Zeile und 63.Spalte, Wert:148582.84362444756
34. Zeile und 64.Spalte, Wert:153783.99561054
34. Zeile und 65.Spalte, Wert:124807.86579133233
34. Zeile und 66.Spalte, Wert:154148.71139970556
34. Zeile und 67.Spalte, Wert:151900.04355212426
34. Zeile und 68.Spalte, Wert:167384.159394141
34. Zeile und 69.Spalte, Wert:149400.57301464188
34. Zeile und 70.Spalte, Wert:157996.72567032772
34. Zeile und 71.Spalte, Wert:147064.1374882317
34. Zeile und 72.Spalte, Wert:157462.37977377273
34. Zeile und 73.Spalte, Wert:151180.78755455912
34. Zeile und 74.Spalte, Wert:167347.39431806264
34. Zeile und 75.Spalte, Wert:156242.99633374257
34. Zeile und 76.Spalte, Wert:149576.13131734487
34. Zeile und 77.Spalte, Wert:154188.05521457584
34. Zeile und 78.Spalte, Wert:157051.8129333243
34. Zeile und 79.Spalte, Wert:143988.08238943655
34. Zeile und 80.Spalte, Wert:150217.77835558477
34. Zeile und 81.Spalte, Wert:140202.93901910298
34. Zeile und 82.Spalte, Wert:133931.9772972692
34. Zeile und 83.Spalte, Wert:158653.5646906091
34. Zeile und 84.Spalte, Wert:155704.2252566655
